"Round","Date","Time","HomeTeam","HowegoalsFT","AwaygoalsFT","HomegoalsHT","AwaygoalsHT","AwayTeam","Month","Day","Year"
"8",2020-10-04,"13.30","Club Brugge","3","0","1","0","RSC Anderlecht","Oct","4",2020
"8",2020-10-04,"16.00","KAA Gent","5","1","3","0","Beerschot VA","Oct","4",2020
"8",2020-10-04,"18.15","Sporting Charleroi","1","2","0","0","Standard Liège","Oct","4",2020
"8",2020-10-04,"20.45","KV Oostende","3","0","0","0","Royal Excel Mouscron","Oct","4",2020
"9",2020-10-17,"16.15","Cercle Brugge",NA,NA,NA,NA,"KAA Gent","Oct","17",2020
"9",2020-10-17,"18.30","Beerschot VA",NA,NA,NA,NA,"Sint-Truidense VV","Oct","17",2020
"9",2020-10-17,"18.30","KV Mechelen",NA,NA,NA,NA,"KV Kortrijk","Oct","17",2020
"9",2020-10-17,"20.45","Standard Liège",NA,NA,NA,NA,"Club Brugge","Oct","17",2020
"9",2020-10-18,"13.30","SV Zulte Waregem",NA,NA,NA,NA,"Royal Antwerp FC","Oct","18",2020
"9",2020-10-18,"16.00","Royal Excel Mouscron",NA,NA,NA,NA,"KAS Eupen","Oct","18",2020
"9",2020-10-18,"18.15","KRC Genk",NA,NA,NA,NA,"Sporting Charleroi","Oct","18",2020
"9",2020-10-18,"20.45","RSC Anderlecht",NA,NA,NA,NA,"Oud-Heverlee Leuven","Oct","18",2020
"9",2020-10-19,"20.45","KV Oostende",NA,NA,NA,NA,"Waasland-Beveren","Oct","19",2020
"10",2020-10-24,"20.45","Cercle Brugge",NA,NA,NA,NA,"Royal Excel Mouscron","Oct","24",2020
"10",2020-10-24,"20.45","Royal Antwerp FC",NA,NA,NA,NA,"Beerschot VA","Oct","24",2020
"10",2020-10-24,"20.45","KAA Gent",NA,NA,NA,NA,"KRC Genk","Oct","24",2020
"10",2020-10-24,"20.45","KAS Eupen",NA,NA,NA,NA,"KV Mechelen","Oct","24",2020
"10",2020-10-24,"20.45","KV Kortrijk",NA,NA,NA,NA,"RSC Anderlecht","Oct","24",2020
"10",2020-10-24,"20.45","KV Oostende",NA,NA,NA,NA,"SV Zulte Waregem","Oct","24",2020
"10",2020-10-24,"20.45","Oud-Heverlee Leuven",NA,NA,NA,NA,"Club Brugge","Oct","24",2020
"10",2020-10-24,"20.45","Sporting Charleroi",NA,NA,NA,NA,"Waasland-Beveren","Oct","24",2020
"10",2020-10-24,"20.45","Sint-Truidense VV",NA,NA,NA,NA,"Standard Liège","Oct","24",2020
"11",2020-10-31,"20.45","Beerschot VA",NA,NA,NA,NA,"Oud-Heverlee Leuven","Oct","31",2020
"11",2020-10-31,"20.45","Club Brugge",NA,NA,NA,NA,"KV Mechelen","Oct","31",2020
"11",2020-10-31,"20.45","KRC Genk",NA,NA,NA,NA,"KAS Eupen","Oct","31",2020
"11",2020-10-31,"20.45","KAA Gent",NA,NA,NA,NA,"Waasland-Beveren","Oct","31",2020
"11",2020-10-31,"20.45","RSC Anderlecht",NA,NA,NA,NA,"Royal Antwerp FC","Oct","31",2020
"11",2020-10-31,"20.45","Sporting Charleroi",NA,NA,NA,NA,"Cercle Brugge","Oct","31",2020
"11",2020-10-31,"20.45","Standard Liège",NA,NA,NA,NA,"KV Oostende","Oct","31",2020
"11",2020-10-31,"20.45","SV Zulte Waregem",NA,NA,NA,NA,"KV Kortrijk","Oct","31",2020
"11",2020-10-31,"20.45","Royal Excel Mouscron",NA,NA,NA,NA,"Sint-Truidense VV","Oct","31",2020
"12",2020-11-07,"20.45","Cercle Brugge",NA,NA,NA,NA,"SV Zulte Waregem","Nov","7",2020
"12",2020-11-07,"20.45","Royal Antwerp FC",NA,NA,NA,NA,"Standard Liège","Nov","7",2020
"12",2020-11-07,"20.45","KAS Eupen",NA,NA,NA,NA,"Waasland-Beveren","Nov","7",2020
"12",2020-11-07,"20.45","Sint-Truidense VV",NA,NA,NA,NA,"KRC Genk","Nov","7",2020
"12",2020-11-07,"20.45","KV Mechelen",NA,NA,NA,NA,"Sporting Charleroi","Nov","7",2020
"12",2020-11-07,"20.45","KV Oostende",NA,NA,NA,NA,"Club Brugge","Nov","7",2020
"12",2020-11-07,"20.45","Oud-Heverlee Leuven",NA,NA,NA,NA,"Royal Excel Mouscron","Nov","7",2020
"12",2020-11-07,"20.45","KV Kortrijk",NA,NA,NA,NA,"Beerschot VA","Nov","7",2020
"13",2020-11-21,"20.45","Sporting Charleroi",NA,NA,NA,NA,"KAA Gent","Nov","21",2020
"13",2020-11-22,"20.45","KRC Genk",NA,NA,NA,NA,"Royal Excel Mouscron","Nov","22",2020
"13",2020-11-22,"20.45","Beerschot VA",NA,NA,NA,NA,"RSC Anderlecht","Nov","22",2020
"13",2020-11-22,"20.45","Club Brugge",NA,NA,NA,NA,"KV Kortrijk","Nov","22",2020
"13",2020-11-22,"20.45","SV Zulte Waregem",NA,NA,NA,NA,"KV Mechelen","Nov","22",2020
"13",2020-11-22,"20.45","KV Oostende",NA,NA,NA,NA,"Royal Antwerp FC","Nov","22",2020
"13",2020-11-22,"20.45","Oud-Heverlee Leuven",NA,NA,NA,NA,"Sint-Truidense VV","Nov","22",2020
"13",2020-11-22,"20.45","Standard Liège",NA,NA,NA,NA,"KAS Eupen","Nov","22",2020
"13",2020-11-22,"20.45","Cercle Brugge",NA,NA,NA,NA,"Waasland-Beveren","Nov","22",2020
"14",2020-11-28,"20.45","Sint-Truidense VV",NA,NA,NA,NA,"Waasland-Beveren","Nov","28",2020
"14",2020-11-28,"20.45","Cercle Brugge",NA,NA,NA,NA,"KRC Genk","Nov","28",2020
"14",2020-11-28,"20.45","Royal Antwerp FC",NA,NA,NA,NA,"Oud-Heverlee Leuven","Nov","28",2020
"14",2020-11-28,"20.45","KAA Gent",NA,NA,NA,NA,"SV Zulte Waregem","Nov","28",2020
"14",2020-11-28,"20.45","KAS Eupen",NA,NA,NA,NA,"Sporting Charleroi","Nov","28",2020
"14",2020-11-28,"20.45","RSC Anderlecht",NA,NA,NA,NA,"Standard Liège","Nov","28",2020
"14",2020-11-28,"20.45","KV Mechelen",NA,NA,NA,NA,"Beerschot VA","Nov","28",2020
"14",2020-11-28,"20.45","Royal Excel Mouscron",NA,NA,NA,NA,"Club Brugge","Nov","28",2020
"14",2020-11-28,"20.45","KV Kortrijk",NA,NA,NA,NA,"KV Oostende","Nov","28",2020
"15",2020-12-05,"20.45","Royal Excel Mouscron",NA,NA,NA,NA,"Waasland-Beveren","Dec","5",2020
"15",2020-12-05,"20.45","Beerschot VA",NA,NA,NA,NA,"KAS Eupen","Dec","5",2020
"15",2020-12-05,"20.45","Club Brugge",NA,NA,NA,NA,"Sint-Truidense VV","Dec","5",2020
"15",2020-12-05,"20.45","KRC Genk",NA,NA,NA,NA,"Royal Antwerp FC","Dec","5",2020
"15",2020-12-05,"20.45","KV Oostende",NA,NA,NA,NA,"KAA Gent","Dec","5",2020
"15",2020-12-05,"20.45","Oud-Heverlee Leuven",NA,NA,NA,NA,"Cercle Brugge","Dec","5",2020
"15",2020-12-05,"20.45","Sporting Charleroi",NA,NA,NA,NA,"KV Kortrijk","Dec","5",2020
"15",2020-12-05,"20.45","Standard Liège",NA,NA,NA,NA,"KV Mechelen","Dec","5",2020
"15",2020-12-05,"20.45","SV Zulte Waregem",NA,NA,NA,NA,"RSC Anderlecht","Dec","5",2020
"12",2020-12-07,"20.45","KAA Gent",NA,NA,NA,NA,"RSC Anderlecht","Dec","7",2020
"16",2020-12-12,"20.45","Cercle Brugge",NA,NA,NA,NA,"KV Oostende","Dec","12",2020
"16",2020-12-12,"20.45","Royal Antwerp FC",NA,NA,NA,NA,"Club Brugge","Dec","12",2020
"16",2020-12-12,"20.45","KAA Gent",NA,NA,NA,NA,"Standard Liège","Dec","12",2020
"16",2020-12-12,"20.45","KAS Eupen",NA,NA,NA,NA,"SV Zulte Waregem","Dec","12",2020
"16",2020-12-12,"20.45","KV Kortrijk",NA,NA,NA,NA,"Oud-Heverlee Leuven","Dec","12",2020
"16",2020-12-12,"20.45","KV Mechelen",NA,NA,NA,NA,"Waasland-Beveren","Dec","12",2020
"16",2020-12-12,"20.45","Royal Excel Mouscron",NA,NA,NA,NA,"Beerschot VA","Dec","12",2020
"16",2020-12-12,"20.45","RSC Anderlecht",NA,NA,NA,NA,"KRC Genk","Dec","12",2020
"16",2020-12-12,"20.45","Sint-Truidense VV",NA,NA,NA,NA,"Sporting Charleroi","Dec","12",2020
"17",2020-12-19,"20.45","Beerschot VA",NA,NA,NA,NA,"Cercle Brugge","Dec","19",2020
"17",2020-12-19,"20.45","Club Brugge",NA,NA,NA,NA,"KAA Gent","Dec","19",2020
"17",2020-12-19,"20.45","KRC Genk",NA,NA,NA,NA,"KV Kortrijk","Dec","19",2020
"17",2020-12-19,"20.45","KV Oostende",NA,NA,NA,NA,"KAS Eupen","Dec","19",2020
"17",2020-12-19,"20.45","Oud-Heverlee Leuven",NA,NA,NA,NA,"KV Mechelen","Dec","19",2020
"17",2020-12-19,"20.45","Sporting Charleroi",NA,NA,NA,NA,"RSC Anderlecht","Dec","19",2020
"17",2020-12-19,"20.45","Standard Liège",NA,NA,NA,NA,"Royal Excel Mouscron","Dec","19",2020
"17",2020-12-19,"20.45","SV Zulte Waregem",NA,NA,NA,NA,"Sint-Truidense VV","Dec","19",2020
"17",2020-12-19,"20.45","Royal Antwerp FC",NA,NA,NA,NA,"Waasland-Beveren","Dec","19",2020
"18",2020-12-23,"20.45","KV Mechelen",NA,NA,NA,NA,"Club Brugge","Dec","23",2020
"18",2020-12-23,"20.45","Royal Antwerp FC",NA,NA,NA,NA,"SV Zulte Waregem","Dec","23",2020
"18",2020-12-23,"20.45","KAA Gent",NA,NA,NA,NA,"Waasland-Beveren","Dec","23",2020
"18",2020-12-23,"20.45","KAS Eupen",NA,NA,NA,NA,"KRC Genk","Dec","23",2020
"18",2020-12-23,"20.45","KV Kortrijk",NA,NA,NA,NA,"Standard Liège","Dec","23",2020
"18",2020-12-23,"20.45","Royal Excel Mouscron",NA,NA,NA,NA,"Oud-Heverlee Leuven","Dec","23",2020
"18",2020-12-23,"20.45","RSC Anderlecht",NA,NA,NA,NA,"KV Oostende","Dec","23",2020
"18",2020-12-23,"20.45","Sint-Truidense VV",NA,NA,NA,NA,"Beerschot VA","Dec","23",2020
"18",2020-12-23,"20.45","Cercle Brugge",NA,NA,NA,NA,"Sporting Charleroi","Dec","23",2020
"19",2020-12-26,"20.45","KV Mechelen",NA,NA,NA,NA,"Royal Excel Mouscron","Dec","26",2020
"19",2020-12-26,"20.45","Royal Antwerp FC",NA,NA,NA,NA,"Sporting Charleroi","Dec","26",2020
"19",2020-12-26,"20.45","Club Brugge",NA,NA,NA,NA,"KAS Eupen","Dec","26",2020
"19",2020-12-26,"20.45","KRC Genk",NA,NA,NA,NA,"Waasland-Beveren","Dec","26",2020
"19",2020-12-26,"20.45","Oud-Heverlee Leuven",NA,NA,NA,NA,"KV Oostende","Dec","26",2020
"19",2020-12-26,"20.45","RSC Anderlecht",NA,NA,NA,NA,"Beerschot VA","Dec","26",2020
"19",2020-12-26,"20.45","Standard Liège",NA,NA,NA,NA,"Sint-Truidense VV","Dec","26",2020
"19",2020-12-26,"20.45","SV Zulte Waregem",NA,NA,NA,NA,"Cercle Brugge","Dec","26",2020
"19",2020-12-26,"20.45","KV Kortrijk",NA,NA,NA,NA,"KAA Gent","Dec","26",2020
"20",2021-01-16,"20.45","Beerschot VA",NA,NA,NA,NA,"Club Brugge","Jan","16",2021
"20",2021-01-16,"20.45","Cercle Brugge",NA,NA,NA,NA,"Standard Liège","Jan","16",2021
"20",2021-01-16,"20.45","KAA Gent",NA,NA,NA,NA,"Royal Antwerp FC","Jan","16",2021
"20",2021-01-16,"20.45","KAS Eupen",NA,NA,NA,NA,"RSC Anderlecht","Jan","16",2021
"20",2021-01-16,"20.45","SV Zulte Waregem",NA,NA,NA,NA,"Waasland-Beveren","Jan","16",2021
"20",2021-01-16,"20.45","Royal Excel Mouscron",NA,NA,NA,NA,"KRC Genk","Jan","16",2021
"20",2021-01-16,"20.45","Sporting Charleroi",NA,NA,NA,NA,"KV Mechelen","Jan","16",2021
"20",2021-01-16,"20.45","Sint-Truidense VV",NA,NA,NA,NA,"Oud-Heverlee Leuven","Jan","16",2021
"20",2021-01-16,"20.45","KV Oostende",NA,NA,NA,NA,"KV Kortrijk","Jan","16",2021
"21",2021-01-23,"20.45","Royal Antwerp FC",NA,NA,NA,NA,"KV Oostende","Jan","23",2021
"21",2021-01-23,"20.45","Club Brugge",NA,NA,NA,NA,"KRC Genk","Jan","23",2021
"21",2021-01-23,"20.45","KV Kortrijk",NA,NA,NA,NA,"Cercle Brugge","Jan","23",2021
"21",2021-01-23,"20.45","KV Mechelen",NA,NA,NA,NA,"KAS Eupen","Jan","23",2021
"21",2021-01-23,"20.45","Sint-Truidense VV",NA,NA,NA,NA,"Royal Excel Mouscron","Jan","23",2021
"21",2021-01-23,"20.45","RSC Anderlecht",NA,NA,NA,NA,"Waasland-Beveren","Jan","23",2021
"21",2021-01-23,"20.45","Standard Liège",NA,NA,NA,NA,"Sporting Charleroi","Jan","23",2021
"21",2021-01-23,"20.45","SV Zulte Waregem",NA,NA,NA,NA,"Beerschot VA","Jan","23",2021
"21",2021-01-23,"20.45","Oud-Heverlee Leuven",NA,NA,NA,NA,"KAA Gent","Jan","23",2021
"22",2021-01-27,"20.45","Beerschot VA",NA,NA,NA,NA,"KV Kortrijk","Jan","27",2021
"22",2021-01-27,"20.45","Cercle Brugge",NA,NA,NA,NA,"Club Brugge","Jan","27",2021
"22",2021-01-27,"20.45","KAA Gent",NA,NA,NA,NA,"Sint-Truidense VV","Jan","27",2021
"22",2021-01-27,"20.45","KAS Eupen",NA,NA,NA,NA,"Royal Antwerp FC","Jan","27",2021
"22",2021-01-27,"20.45","KRC Genk",NA,NA,NA,NA,"SV Zulte Waregem","Jan","27",2021
"22",2021-01-27,"20.45","KV Oostende",NA,NA,NA,NA,"Standard Liège","Jan","27",2021
"22",2021-01-27,"20.45","Royal Excel Mouscron",NA,NA,NA,NA,"RSC Anderlecht","Jan","27",2021
"22",2021-01-27,"20.45","Sporting Charleroi",NA,NA,NA,NA,"Oud-Heverlee Leuven","Jan","27",2021
"22",2021-01-27,"20.45","KV Mechelen",NA,NA,NA,NA,"Waasland-Beveren","Jan","27",2021
"23",2021-01-30,"20.45","Royal Antwerp FC",NA,NA,NA,NA,"Waasland-Beveren","Jan","30",2021
"23",2021-01-30,"20.45","Club Brugge",NA,NA,NA,NA,"Standard Liège","Jan","30",2021
"23",2021-01-30,"20.45","KAS Eupen",NA,NA,NA,NA,"Royal Excel Mouscron","Jan","30",2021
"23",2021-01-30,"20.45","KV Kortrijk",NA,NA,NA,NA,"Sporting Charleroi","Jan","30",2021
"23",2021-01-30,"20.45","Sint-Truidense VV",NA,NA,NA,NA,"Cercle Brugge","Jan","30",2021
"23",2021-01-30,"20.45","Oud-Heverlee Leuven",NA,NA,NA,NA,"Beerschot VA","Jan","30",2021
"23",2021-01-30,"20.45","RSC Anderlecht",NA,NA,NA,NA,"KAA Gent","Jan","30",2021
"23",2021-01-30,"20.45","SV Zulte Waregem",NA,NA,NA,NA,"KV Oostende","Jan","30",2021
"23",2021-01-30,"20.45","KV Mechelen",NA,NA,NA,NA,"KRC Genk","Jan","30",2021
"24",2021-02-06,"20.45","KAA Gent",NA,NA,NA,NA,"KAS Eupen","Feb","6",2021
"24",2021-02-06,"20.45","Beerschot VA",NA,NA,NA,NA,"Royal Antwerp FC","Feb","6",2021
"24",2021-02-06,"20.45","Cercle Brugge",NA,NA,NA,NA,"KV Mechelen","Feb","6",2021
"24",2021-02-06,"20.45","KRC Genk",NA,NA,NA,NA,"RSC Anderlecht","Feb","6",2021
"24",2021-02-06,"20.45","KV Oostende",NA,NA,NA,NA,"Sint-Truidense VV","Feb","6",2021
"24",2021-02-06,"20.45","Royal Excel Mouscron",NA,NA,NA,NA,"KV Kortrijk","Feb","6",2021
"24",2021-02-06,"20.45","Sporting Charleroi",NA,NA,NA,NA,"SV Zulte Waregem","Feb","6",2021
"24",2021-02-06,"20.45","Standard Liège",NA,NA,NA,NA,"Oud-Heverlee Leuven","Feb","6",2021
"24",2021-02-06,"20.45","Club Brugge",NA,NA,NA,NA,"Waasland-Beveren","Feb","6",2021
"25",2021-02-10,"20.45","Royal Antwerp FC",NA,NA,NA,NA,"Cercle Brugge","Feb","10",2021
"25",2021-02-10,"20.45","Club Brugge",NA,NA,NA,NA,"KV Oostende","Feb","10",2021
"25",2021-02-10,"20.45","KAS Eupen",NA,NA,NA,NA,"Beerschot VA","Feb","10",2021
"25",2021-02-10,"20.45","KRC Genk",NA,NA,NA,NA,"KAA Gent","Feb","10",2021
"25",2021-02-10,"20.45","KV Kortrijk",NA,NA,NA,NA,"Sint-Truidense VV","Feb","10",2021
"25",2021-02-10,"20.45","KV Mechelen",NA,NA,NA,NA,"Standard Liège","Feb","10",2021
"25",2021-02-10,"20.45","Royal Excel Mouscron",NA,NA,NA,NA,"Waasland-Beveren","Feb","10",2021
"25",2021-02-10,"20.45","RSC Anderlecht",NA,NA,NA,NA,"Sporting Charleroi","Feb","10",2021
"25",2021-02-10,"20.45","SV Zulte Waregem",NA,NA,NA,NA,"Oud-Heverlee Leuven","Feb","10",2021
"26",2021-02-13,"20.45","KV Oostende",NA,NA,NA,NA,"KRC Genk","Feb","13",2021
"26",2021-02-13,"20.45","Beerschot VA",NA,NA,NA,NA,"KV Mechelen","Feb","13",2021
"26",2021-02-13,"20.45","Cercle Brugge",NA,NA,NA,NA,"RSC Anderlecht","Feb","13",2021
"26",2021-02-13,"20.45","KAA Gent",NA,NA,NA,NA,"Royal Excel Mouscron","Feb","13",2021
"26",2021-02-13,"20.45","Oud-Heverlee Leuven",NA,NA,NA,NA,"KV Kortrijk","Feb","13",2021
"26",2021-02-13,"20.45","Sporting Charleroi",NA,NA,NA,NA,"Club Brugge","Feb","13",2021
"26",2021-02-13,"20.45","Standard Liège",NA,NA,NA,NA,"Royal Antwerp FC","Feb","13",2021
"26",2021-02-13,"20.45","Sint-Truidense VV",NA,NA,NA,NA,"SV Zulte Waregem","Feb","13",2021
"26",2021-02-13,"20.45","KAS Eupen",NA,NA,NA,NA,"Waasland-Beveren","Feb","13",2021
"27",2021-02-20,"20.45","Sporting Charleroi",NA,NA,NA,NA,"Waasland-Beveren","Feb","20",2021
"27",2021-02-20,"20.45","Club Brugge",NA,NA,NA,NA,"Oud-Heverlee Leuven","Feb","20",2021
"27",2021-02-20,"20.45","KAS Eupen",NA,NA,NA,NA,"KV Oostende","Feb","20",2021
"27",2021-02-20,"20.45","KRC Genk",NA,NA,NA,NA,"Beerschot VA","Feb","20",2021
"27",2021-02-20,"20.45","KV Mechelen",NA,NA,NA,NA,"KAA Gent","Feb","20",2021
"27",2021-02-20,"20.45","Royal Excel Mouscron",NA,NA,NA,NA,"Cercle Brugge","Feb","20",2021
"27",2021-02-20,"20.45","RSC Anderlecht",NA,NA,NA,NA,"KV Kortrijk","Feb","20",2021
"27",2021-02-20,"20.45","SV Zulte Waregem",NA,NA,NA,NA,"Standard Liège","Feb","20",2021
"27",2021-02-20,"20.45","Royal Antwerp FC",NA,NA,NA,NA,"Sint-Truidense VV","Feb","20",2021
"28",2021-02-27,"20.45","Beerschot VA",NA,NA,NA,NA,"Royal Excel Mouscron","Feb","27",2021
"28",2021-02-27,"20.45","Cercle Brugge",NA,NA,NA,NA,"Waasland-Beveren","Feb","27",2021
"28",2021-02-27,"20.45","KAA Gent",NA,NA,NA,NA,"Club Brugge","Feb","27",2021
"28",2021-02-27,"20.45","KV Kortrijk",NA,NA,NA,NA,"SV Zulte Waregem","Feb","27",2021
"28",2021-02-27,"20.45","KV Oostende",NA,NA,NA,NA,"KV Mechelen","Feb","27",2021
"28",2021-02-27,"20.45","Oud-Heverlee Leuven",NA,NA,NA,NA,"Royal Antwerp FC","Feb","27",2021
"28",2021-02-27,"20.45","Sporting Charleroi",NA,NA,NA,NA,"KRC Genk","Feb","27",2021
"28",2021-02-27,"20.45","Standard Liège",NA,NA,NA,NA,"RSC Anderlecht","Feb","27",2021
"28",2021-02-27,"20.45","Sint-Truidense VV",NA,NA,NA,NA,"KAS Eupen","Feb","27",2021
"29",2021-03-06,"20.45","Royal Antwerp FC",NA,NA,NA,NA,"KV Kortrijk","Mar","6",2021
"29",2021-03-06,"20.45","Club Brugge",NA,NA,NA,NA,"SV Zulte Waregem","Mar","6",2021
"29",2021-03-06,"20.45","KAA Gent",NA,NA,NA,NA,"KV Oostende","Mar","6",2021
"29",2021-03-06,"20.45","KAS Eupen",NA,NA,NA,NA,"Oud-Heverlee Leuven","Mar","6",2021
